,country_eng_nm,country_iso_alp2,country_nm,field,koreanwave_cn,written_year
181,Venezuela,VE,베네수엘라,K-Pop,"베네수엘라에서 K-Pop은 아직 주류 음악은 아니지만  15~25세의 약 10%는 K-Pop을 접해본 것으로 확인되고 있다. 다만  베네수엘라는 영화  음악 등에 저작권료를 지불하지 않고 해적판 DVD 등이 시장을 점령하고 있어 K-Pop의 시장 진출은 단기간 내 어려울 것으로 보인다. 
K-Pop의 베네수엘라 진출은 인터넷망이 확장된 2008년 무렵으로 보이며 동방신기와 슈퍼주니어 등의 남자 그룹이 가장 큰 팬클럽을 갖고 있다. 싸이의 강남스타일의 유튜브를 통한 확산과 최근 방탄소년단의 열풍이 베네수엘라에도 크게 영향을 미쳐 더욱 많은 팬클럽이 생긴 것으로 추측된다. 2015년 10월에 열린 양국 수교 50주년을 기념하는 문화대공연에 K-Pop 그룹 최초로 엠블랙이 방문하여 판타스틱 넌버벌과 태권무팀과 함께 성공적인 공연으로 한류의 저변을 확대하는데 크게 기여했다고 평가되고 있다. 
특히 최근 수년간 BTS  블랙핑크  엑소 등 한국 그룹들의 해외 진출이 매우 활발해지고 전세계적인 관심을 모으면서  베네수엘라 내에서도 팬클럽 수와 회원이 급증하고 있다.",2019.0
182,Venezuela,VE,베네수엘라,한식,"한류 확산으로 한국음식에 대한 관심이 높아지고 있으며  이는 한국 드라마의 한식문화가 한류팬에게 어필한 것으로 보인다(한국 드라마는 먹는 장면이 많은 편이라고 한다). 카라카스의 유일한 한식당은 베네수엘라 한류팬을 비롯해 중국인들과 일본인 손님들이 많은데 이는 한류 확산과 더불어 일어나는 현상으로 관찰된다. 
2016년 6월에는 농림부 주관의 한식요리 경연대회에 50여 명이 신청해 선발 된 20명이 메트로폴리탄대학교에서 5개 전략음식(불고기  떡볶이  비빔밥  잡채 김밥)으로 한식 요리를 선보였다. 베네수엘라 우승자 에드워드 라라는 한국 본선에 진출  20명이 겨루는 준결승전을 통과해 5명이 겨룬 최종결선에서 5위를 기록했다.
또한  2016년 2학기부터 시몬볼리바르대학교는 한식 강좌(3학점)를 개설하여 요리학과 재학생 및 일반인을 대상으로 다양한 한식 요리의 이론과 실습을 교육하였다.",2019.0
183,Venezuela,VE,베네수엘라,한국어,"한류의 확산으로 한국어에 대한 관심도 높아졌으며  월요일에서 토요일(주6일)까지 운영되는 한국어학당(Academia Coreana de Venezuela)은 초･중급으로 나누어 약 300여 명의 학생들을 교육하고 있다. 일일 평균 6시간정도 수업을 실시하고  20대가 70%를 차지하며  10대가 20%  30~60대가 10%정도를 차지하고 있다. K-Pop에 관한 관심이 높아질수록 한글을 배우고 싶어 하는 젊은이들이 매년 늘어나고 있는 추세이다. 한국 전통 문화에 관심이 있는 한국어학당 학생들은 자발적으로 부채춤  사물놀이  민요 등 동호회를 구성하여 대사관이 주최하는 한국어말하기대회 등 행사에서 공연을 하기도 한다.
또한  한국어학당 학생들을 비롯하여 한국어를 공부하는 학생들은 매년 개최되는 TOPIK(한국어능력시험)에 응시하여 한국어 실력을 평가한다. 매년 응시생수가 점진적으로 증가하는 추세이며  특히 베네수엘라 학생들의 참여 비중이 높아지고 있다.",2019.0
184,Venezuela,VE,베네수엘라,태권도,베네수엘라는 태권도가 정착한 지 45년의 역사를 가지고 있으며 92년 바르셀로나올림픽에서 금메달을 획득하는 등 태권도 사범들의 성공적인 해외진출로 좋은 결실을 맺은 국가 중 하나이다. 2016년 제4회 대사배 태권도 대회에서는 초등부부터 성인부까지 약 2 500여 명이 참가하였고  베네수엘라 올림픽 메달리스트 및 올릭픽 조직위원장도 참석하였다. 동 대회 출신 선수가 2016년 리우올림픽 4강에 오르는 등 태권도에 대한 관심이 나날이 늘어나고 있다. 장애인과 어린이 태권도인들의 경기력이 전반적으로 상승해 향후 대사배태권도대회가 내실을 다지며 발전할 수 있는 기반을 다지게 되었다. 2018년 제6회 대사배 태권도 대회에서도 초등부부터 성인부까지 약 2 500여 명이 참가하였고  연관중 6천여 명이 다녀간 바 있다.,2019.0
185,Vietnam,VN,베트남,"방송(드라마, 예능 등)","김영찬(2008)은 베트남의 한 방송사 관계자에 따르면 “베트남 내 방송사들의 한국 드라마 방영 시간이 하루 평균 약 4시간으로 높은 시청률을 기록하고 있다”며 지방방송 같은 경우에는 한국 드라마가 외국 드라마와 프로그램 편성 시간의 20%를 차지하다가 2006년 초에 41%까지로 치솟았다고 밝혔다. 
서동훈(2007:22)에 따르면 한국 드라마는 베트남에서 방영되는 드라마의 보지 못한 사람은 거의 없다고 할 수 있을 정도이다. 
베트남에 최초로 한국 드라마가 소개된 것은 1997년 베트남국영방송 3채널 (VTV3)에서 방영된 드라마 <첫사랑>(배우 최수종  배용준  이승연 출연)이었다. 당시 한국드라마가 방영되는 시간에는 거리가 한산해진다는 말이 생길 정도로이 드라마는 베트남인들에게 가장 기억에 남는 한국드라마로 뽑히기도 하였다. 
이후 1998-99년 <모델>(김남주 출연)  <의가형제>(장동건 출연) 그리고 2000년대 초 <가을동화>  <겨울연가>  <천국의 계단>등이 선풍적인 인기를 끌면서 드라마 분야에서의 한류가 본격화되었다. 특히 <대장금>  <허준>  <주몽>등 한국 사극드라마의 열풍은 한국음식  한국역사  한국전통의복에 대해 관심이 확대되는 계기가 되었다. 
그 후 연간 10편 이상의 한국드라마가 상영되면서 한국드라마에 대한 인기는 꾸준히 상승세를 보였으며  각 드라마의 주연 배우들의 인기도 함께 상승하였다. 가족드라마로 손꼽히는 <엄마가 뿔났다>  <수상한 삼형제>  <솔약국집 아들들> 그리고 <소문난 칠공주>도 베트남의 중년층으로부터 인기를 얻으면서 한국인들의 가족문화와 일상생활에 대한 관심도 커졌다. 
한국 드라마가 삼각관계  불치병 등의 유사한 소재를 다루고 있어 식상하다는 평가도 일부 있으나  유교적 가치관을 가진 베트남인들에게는 서양이나 일본 드라마에 비해 한국 드라마가 더 공감을 불러일으키고 친숙하면서도 세련된 느낌을 받는다는 평가가 지배적이다. 2013년 말에는 이민호와 박신혜가 출연한 <상속자들>과 전지현과 김수현이 출현한 <별에서 온 그대>가 인터넷을 통해 확산되면서 베트남에서 각각 ‘김탄 신드롬’  ‘도민준 신드롬’ 등을 일으키며 폭풍적인 인기를 모았다. 
한편  베트남 드라마 진흥을 위한 베트남 정부 조치로 인해 국영지상파방송인 VTV의 황금시간대에는 베트남 드라마만을 방영할 수 있는데  이에 착안하여 2014년 12월부터 2015년 4월까지 한-베 최초 합작드라마인 <오늘도 청춘>이 VTV3채널의 황금시간대에 방영되어 큰 인기를 끈 바 있다. 이 드라마는 CGV E&M 베트남법인과 베트남 방송국이 공동으로 추진한 최초 한-베 합작 드라마로서 새로운 문화 콘텐츠 협력의 성공사례로 평가받았다. 2016년 말에는 <오늘도 청춘> 시즌 2가 방영되기도 하였다. 
최근에는 <런닝맨>  <슈퍼맨이 돌아왔다>  <K-Pop 스타>  <1박2일>  <개그 콘서트>  <강심장>  <해피투게더>  <진짜 사나이> 등 한국의 예능프로그램들이 베트남 젊은이들 사이에서 큰 관심을 받고 있다. 2012년 케이블 방송인 YAN TV에서 처음 <우리 결혼했어요>와 <패밀리가 떴다>를 자막 처리하여 상영했을 때는 기대만큼 시청자들의 반응이 좋지는 않았으나  이후 2015년 GiaitriTV (오락방송)에서 <1박2일>  <승승장구> 등 예능프로그램이 더빙형태로 방영되면서 꾸준히 그 인기가 올라가고 있다. 이와 더불어 2009년부터 한국 방송 프로그램`의 포맷 저작권을 구입해 프로그램을 제작  방송하는 경우가 늘어나고 있는데 성형수술을 테마로 한 VTV2의 <Change Life>(한국의 <Let’s beauty> 방송프로그램의 포맷)  VTV3의 <Little Soccer Player>(<날아라 슛돌이>의 포맷)  <아빠  어디가?>(시즌 1 2 3) 를 예로 들 수 있다.",2019.0
186,Vietnam,VN,베트남,영화,"1999년 한류 상륙 초기에는 영화 <편지>  <연풍연가>가 상영되었으며  특히 2001년에 영화 <찜>이 40억VND(2억원 상당) 매출 기록을 세우면서 이후 <엽기적인 그녀>  <피아노 치는 대통령>  <클래식>  <왕의 남자> <괴물> <해운대>등 수십 편의 영화가 베트남을 찾았다. 2012년에는 <건축학개론>  <파파>  <시라노  연애조작단>  <음치 클리닉> <늑대소년> 등이 좋은 반응을 얻었고  2013년에는 <자칼이 온다>  <7번방의 선물>  <사이코메트리>등이 베트남에서 상영되었다. 
2011년 한국기업 CJ CGV는 베트남 최대 멀티플렉스인 Mega Star를 인수한 뒤 베트남 멀티플렉스 1위 사업자가 되었다. 롯데시네마 또한 베트남에서 성공적으로 영화관 사업을 하고 있는 한국회사 DMC를 인수함으로써 CGV와 롯데시네마는 베트남 전국 영화관 3분의2를 차지하면서 베트남 영화산업을 이끌고 있다. 
이처럼 베트남 최대 멀티플렉스 영화관을 운영하고 있는 CJ CGV와 롯데시네마에서 한국 영화를 상영하면서 자연스럽게 베트남 관람객들에게 한국의 문화와 영화를 알릴 수 있는 기회가 많아졌다. CJ CGV는 베트남에 진출한 2011년 446만명의 관객 수에서 8년 만에 2019년 연간 2000만 관객 돌파라는 쾌거를 이뤘다. 
2016년 화제가 된 ‘부산행’은 베트남에서 개봉 첫 주 할리우드 블록버스터 ‘수어사이드 스쿼드’를 제치고 전체 박스오피스 1위에 올랐고  박스오피스 매출 186만 달러를 기록해 역대 한국영화 극장수익 1위에 등극하는 등 현지언론과 네티즌들로부터 극찬을 받았다. 2019년에는 ‘기생충’(94만여명)  ‘로망’(51만여명)  ‘엑시트’(26만여명)의 관객을 동원했으며  ‘기생충’은 ‘부산행’을 제치고 베트남에서 개봉한 역대 한국영화 흥행 1위 자리를 새롭게 꿰찼다. 
한국영화를 원작으로 한 현지 리메이크작도 베트남 관객들에게 꾸준히 인기를 얻고 있다. 2015년 ‘수상한 그녀’를 리메이크한 베트남 영화 ‘내가 니 할매다’의 흥행이 성공한 이후로  영화 ‘써니’  ‘과속스캔들’  ‘엽기적인 그녀’등이 베트남 관객을 찾아 큰 인기를 끌었다. 2019년 개봉해 인기를 끈 ‘혼 파파 다 꼰가이’(Hon papa Da Congai)는 한국의 ‘아빠와 딸’을 리메이크한 작품으로 92만명의 관객을 모으며 흥행 성공을 거두었다.
또한 한국영화 제작 포맷을 베트남 로컬 영화에 도입하여 제작한 영화가 속속 나오고 있다. ‘대디 이슈’와 ‘버터플라이 하우스’  ‘하이퐁’ 등이 대표적이다. 액션 영화 ‘하이퐁’은 240만 명 관객을 동원해 매출액 기준 베트남 역대 흥행 1위를 차지했다. 
2012년 11월 한국문화원과 CJ CGV는 공동으로 하노이  호찌민  다낭에서 한국영화제를 개최했으며 한국영화의 홍보를 위해 매년 다양한 형태의 영화제를 개최하고 있다. 일례로 2013년에는 한국영화를 접하기 어려운 하남  꽝아이  닌화  푸터  달랏 등 지방의 중소도시에서 한국영화의 달(Korean Film Month) 행사를 개최하였다. 
2014년 6월 CJ CGV에 의해 개최된 베트남 ‘토토의 작업실’에 1 000명에 가까운 청소년이 몰릴 정도로 큰 인기를 누렸다. ‘토토의 작업실’은 청소년들에게 영화인에 대한 꿈과 열정을 심어줄 영화 제작 프로젝트로 CJ CGV의 대표적 글로벌 사회 공헌 프로젝트이다. 이 외에도 베트남 영화산업진흥을 위한 다양한 사업이 정부  민간기업  단체 중심으로 이루어지고 있는데  2014년에는 ‘찾아가는 영화관(2014 MOVIE FOR EVERYONE)’을 통해 극장이 없는 소외지역에서 4 500명의 학생을 대상으로 영화를 상영하였다. 또한  베트남 독립영화 제작지원을 위해 2015년에는 CGV 호치민 팍슨파라곤에 2개관  CGV 하노이 호금플라자 1개관을 아트하우스로 운영하고 베트남 독립영화를 중심으로 상영하고 있다. 연간 개봉하는 자국 영화가 20여 편인 베트남 영화시장에서 독립영화의 제작 여건도 열악할 뿐 아니라  제작한 작품은 강당이나 홀을 빌려 일시 상영하는 경우가 대부분이다. 이에 CGV는 젊은 영화감독들의 저예산 영화  제작됐으나 예산이 없어 상영기회를 갖지 못한 작품  영화제 수상작  단편영화 및 다큐멘터리 등 다양한 작품을 상영함으로써 베트남 독립영화의 든든한 지원군 역할을 하고 있다.",2019.0
187,Vietnam,VN,베트남,스포츠(태권도 등),"베트남에서 태권도는 1960년대부터 도입되어 역사가 비교적 오래된 편이다. 베트남이 통일된 1975년에 무술동아리 활동이 시작되었는데 1979년 이후 태권도를 비롯한 여타 무술동아리의 활동이 호치민 시에서 활발하게 이루어졌다. 
1989년 12월 27일 호치민에서 전국태권도 시범대회가 최초로 개최되었는데  전국 20여 지방 및 단체에서 파견된 태권도 팀이 참여했다. 1991년에 제1회 베트남 전국태권도 선수권대회가 성공적으로 열린 이후 베트남 전국태권도 선수권 대회는 정기적으로 개최되고 있다. 
베트남 태권도협회는 세계태권도연맹(WTF)  아시아태권도연맹(ATU)  동남아시아태권도연맹(SEATU) 등에 가입되어 있으며 지난 16년 간 동남아시아를 비롯한 세계 선수권대회를 개최하는 등 많은 성과를 거두었다. 
지금까지 베트남 태권도의 최고 성적은 2000년 시드니 올림픽 은메달이며 세계선수권대회에서도 시합 부문에서 우수한 성적을 기록한 바 있다. 일반인들의 태권도에 대한 관심도 높아서 지방마다 태권도 동아리와 수강생이 있으며  특히 큰 도시 문화센터에서 태권도는 단골 강좌중 하나이다. 
태권도 외에도 스포츠 분야에서의 한-베간 교류는 꾸준히 늘어나고 있다. 작년에는 한국인 박충건 감독과 함께 훈련한 Hoang Xuan Vinh 베트남 사격 선수가 리우 올림픽에서 베트남 최초 올림픽 금메달을 획득하면서 앞으로 한국과의 스포츠 협력이 더욱 늘어날 것으로 기대된다. 
2017년부터 박항서 감독의 지도를 받은 베트남축구 국가대표팀은 2018년 1월 말 중국에서 열린 아시아축구연맹에서 준우승  8월 말 아시안게임 남자축구 베트남-한국 4강전 동메달 등 큰 규모의 축구경기에 나가 큰 성공을 얻었다. 대한민국의 전 축구 선수이자 축구 감독인 박항서 감독은 베트남 축구 국가대표팀을 이끌면서 베트남 축구의 역사적인 기적을 만들어 베트남의 영웅이라고 불릴 정도로 큰 인기를 얻고 있다. 박항서 감독은 아세안축구연맹(AFF)이 선정하는 2019년 ‘올해의 감독상’을 수상하기도 했다.",2019.0
188,Vietnam,VN,베트남,"뷰티(화장, 패션, 스타일 등)",Le Dang Hoan(2007)에 따르면 한류가 인기를 끌면서 베트남의 젊은 여성들이 한국 연예인의 패션이나 헤어스타일  화장법 등을 따라하게 되었다고 한다. 젋은이들의 취향을 겨냥하면서도 가격이 낮은 더페이스샵  스킨케어  네이처 리퍼블릭  토니모리  에뛰드 하우스 등 한국 화장품 브랜드는 베트남에 널리 알려졌으며 백화점부터 일반 화장품 매장까지 다수의 지점이 운영되고 있다. 그중에서도 더페이스샵은 베트남에서 72개 점을 운영하면서 가장 인지도가 높은 한국 화장품 브랜드가 되었다. 이외에 오휘  라네즈  설화수 등과 같은 고급 화장품 브랜드는 인기가 많기는 하지만 고가 제품으로 개별 매장보다는 대형백화점이나 e-비지니스를 통해 유통되고 있다. 패션 역시 한국 드라마와 영화의 영향으로 인기가 높으며  특히 한국인과 베트남인의 외모와 체형이 유사하여 서양패션 보다 더 베트남인들에게 더 잘 어울린다는 평가를 받고 있다. 한국 패션에 대한 인기는 의류매장의 간판에서 잘 나타나는데  간판에 아예 “한국의류”  “한국패션”과 같은 문구가 쓰여 있는 경우를 쉽게 볼 수 있다.,2019.0
189,Vietnam,VN,베트남,"e-콘텐츠(게임, 웹툰, SNS 등의 e-Business 관련)",온라인 게임은 부가가치가 높은 한류콘텐츠로 평가되고 있으나  베트남에서는 아직 인지도 낮아 중  고  대학생들이 한국 온라인 게임을 하는 비율은 3.2%에 불과하다. 한편  지난 2015년 한국 MMORPG게임이 베트남에 소개되면서 많은 관심을 끌기도 하였다. 한국 애니메이션(<라바>  <뽀로로>  <두리둥실 뭉게공항>)도 베트남 방송에 자주 방영되면서 유망한 한류콘텐츠로 자리매김하고 있다. 한국 애니메이션을 접하는 방식은 어린이방송과 인터넷 등 크게 2가지가 있는데 한국 애니메이션을 방영하는 어린이방송국으로는 VTV7  케이블방송 Kids & Family TV(VTC11)  Hay TV(VTVcab6) 등이 있다.,2019.0
190,Vietnam,VN,베트남,한국전통문화,지난 2013년부터 베트남에 한국 전통문화를 보다 적극적으로 홍보하기 위해 한국전통음악공연예술이 적극적으로 소개되기 시작하였다. 국립국악원 초청공연  충남 시 천안국악관현악단 공연 등 전통무용  풍물  탈춤  전통음악 공연이 수차례 개최되었으며  매년 다양한 크고 작은 전통공연이 수시 개최되고 있다. 이와 함께 전통공예와 회화를 소개하는 전시도 개최되고 있는데 보자기 특별전 (2014  2015)  한지예 초청전(2014)  민화 특별전(2016) 등이 바로 그것이다. 이 외에 한국의 전통 풍습을 소개하는 한국 설날 사진전(2013  2014  2015  2016)  한글날 기획전(2014)  추석 사진전(2015)  한국 설 차례상 시연회 (2015)  전통국악 체험교실(2014-2019) 등은 한국의 생활상과 전통문화를 소개하는데 기여하고 있다.,2019.0
191,Vietnam,VN,베트남,"공연, 미술 등",2014년 전까지만 해도 베트남에서 개최된 한국문화공연은 대중음악 위주로 구성되었는데  양국간 교류가 활발해지고 다변화하면서 최근에는 어린이 연극 (극단 드림  예술무대산  극단 뛰다)  퓨전 음악극(무용수 전유오)  현대무용 공연(창작그룹 노니)  마술쇼(Ek Zeki 마술사 부부  오은영 마술사)  뮤지컬(비밥)등 다양한 공연이 개최되고 있다. 미술 분야에서도 새로운 시도가 이루어지면서 사진  미술  설치 등 분야에서 활동 중인 한국 작가 초청 전시회  베트남 작가와의 교류 전시회 등이 개최되었다. 베트남에 소개된 대표적인 한국 미술작가는 이성순 작가  양상훈  한지예 작가  백진 도자예술작가  배성희 미술작가 등을 들 수 있다.,2019.0
192,Vietnam,VN,베트남,만화,베트남의 만화시장은 잠재력이 상당한 것으로 평가되는 데  베트남 교육전자신문에 따르면 만화를 구독하는 베트남 청소년 비율이 70%에 이른다고 한다. 한편  베트남에서 출간하는 만화 중 베트남 만화는 1%만을 차지하며  외국 만화가 99%를 이루고 있다. 일본  중국 만화가 가장 높은 인기를 끌고 있는 가운데 한국 만화에 대한 관심도 꾸준히 늘어나고 있다. 인터넷을 중심으로 Mangaka  황미리와 한유랑의 만화 동호회  한국 만화 동호회  The Breaker의 만화 동호회 등이 활동하고 있으며  한국 웹툰을 번역해 올리는 blogtruyen.com  truyentranhvietnam.vn  truyentranh8.net  truyen1.com  truyenhay24h.com과 같은 사이트도 있다. 청소년도서전문 출판사인 KimDong 출판사는 한국 만화를 출판하기도 하는데 황미리와 한유랑 등 유명한 만화가들의 작품은 물론 한승원의 <아기자기색동>  전영희의 <사랑 받고 싶었을 뿐>  김마루의 <옥탑방고양이> 등을 출간하고 있다. 한편  베트남에서 아동교육의 중요성이 부각되면서 어린이책에 대한 수요가 급증 하고 있다. 3-4년전까지만 해도 한국의 어린이책에 대한 관심이 낮았던 베트남 출판사들이 최근 교원 등 한국의 큰 출판사와 협업하여 어린이 도서출간에 적극적으로 나서고 있다.,2019.0
193,Vietnam,VN,베트남,한국어,"영어  프랑스어  중국어에 비해 한국어가 베트남에 훨씬 더 늦게 들어왔음에도 불구하고 오늘날 가장 배우고 싶은 외국어 중에서 하나로 자리매김을 했다. 베트남에는 현재 전국 29개 대학에서 16 000여 명의 학생들이 한국(어)학을 전공하고 있으며  한-베 관계의 지속적인 발전  베트남에 대한 한국 기업의 투자  한국 드라마  음악 등 문화교류에 힘입어 지속적으로 그 수가 증가하고 있다. 
현재 베트남에는 주베트남한국문화원  국립외대  인사대  호치민 인사대  타이응웬대  후에대 등 15개의 세종학당이 개설되어 있으며  이외에 개인 과외 등 크고 작은 사설 학원은 수천 개에 이를 것으로 추정된다. 한국어에 대한 수요를 감안하면 한국어교육기관은 지속적으로 증가할 전망이다. 
한편 베트남 교육부가 한국어를 베트남 중등학교의 제2외국어 과목으로 채택하는 ‘2020 교육안’을 전개하고  2016학년도 9월 첫 학기부터 하노이와 호치민 총 8개 중고등학교에서 시범교육이 실시되는 등 베트남에서 한국어의 위상이 지속적으로 제고될 것으로 예측된다. 
베트남의 한국어 학습자들의 연령대는 10대부터 50대까지로 비교적 다양하다. 한국어를 접하게 된 동기는 업무 상 한국어교육이 필요한 사람도 있지만  한국 드라마와 영화  음악을 좋아해서 한국어에 자연스럽게 관심을 갖고 학습하는 경우도 많이 있다. 또한 한국 유학을 준비하거나 한국회사 취업도 한국어 학습의 주요 동기이다.",2019.0
194,Vietnam,VN,베트남,음악(K-Pop),"K-Pop은 드라마나 영화에서 나온 낭만적인 가요들을 통해 베트남에 처음 소개 되었다. 그래서 처음에는 안재욱이나 비와 같은 가수 겸 배우들이 인지도가 가장 높았으며  H.O.T  신화 등 원조 아이돌 그룹들도 중국에서 밀수입된 DVD와 CD로 베트남에 차츰 소개되었다. 2007년 11월 가수 비가 베트남에서 첫 콘서트를 개최하고  이후 양국 문화교류 증진 차원에서 가수 장나라  소녀시대  2NE1 등이 베트남에서 공연을 가졌다. 특히  2011년 5월에 호치민시에서 개최된 슈퍼주니어의 <슈퍼쇼 3>는 베트남 현지 언론과 팬들로부터 큰 인기를 끌었다. 
베트남방송 음악채널은 대부분 시청자 신청곡을 방송해주는데 하루 방송분량의 반 이상이 K-Pop인 경우가 많다. 베트남 현지 SNS중 가장 가입자 수가 높은 “Zingme”의 음악 코너에서는 MP3 및 뮤직비디오를 다운로드 받거나 공유 할 수 있는데  여기에서도 K-Pop의 인기가 단연 높다.
주베트남한국문화원에서는 K-Pop 팬들간의 교류의 장을 만들기 위해 2013년부터 K-Pop 팬클럽축제를 개최해오고 있다. 이 축제에서는 매년 K-Pop 커버댄스 대회를 개최하고 있으며  이 외에도 한국에서 열리는 ‘글로벌 K-Pop 페스티벌’에 진출할 베트남 대표팀을 선발을 위해 매년 ‘베트남 K-Pop 콘테스트’를 개최하는데 K-Pop 팬들의 참여도가 매우 높다. 실제로 베트남에는 St319  The A code  Lynt 등과 같이 베트남 젊은이들 사이에서 잘 알려진 커버댄스그룹이 다수 활동하고있다.",2019.0
195,Vietnam,VN,베트남,한식,"베트남에서 방영된 한국 드라마를 통해 김치와 소주 등 한국음식이 알려지게 되었으며  특히 2005년 방영된 드라마 <대장금>의 인기로  베트남인들의 한국 음식에 대한 관심이 크게 증가하였다. 이후 2010년 <웃어라 동해야>  <폭풍의 연인>  <제빵왕 김탁구> 등 한식을 소재로 다룬 드라마가 연이어 방영되면서 한식에 대한 시청자들의 호기심이 더욱 커졌다. 베트남 내 한국인 투자가 늘어나면서 하노이와 호치민  다낭시를 중심으로 다수의 한식당이 운영되고 있는데  최근에는 한국인이 운영하는 한식당 외에도 베트남인이 직접 운영하는 한국식당도 늘어나고 있다. 또한  한국식품 유통업체인 K-마트와 롯데마트를 통해 김치 등 한국 식품을 손쉽게 구할 수 있다. 
한편  롯데리아  빠리바게트  뚜레쥬르  커피빈  카페베네  엔제리너스  스쿨푸드 등 한국 브랜드의 커피전문점  제과점  패스트푸드 및 분식점도 베트남에서 인기를 끌고 있다. 팥빙수가 여름에 꼭 맛봐야 할 메뉴가 될 정도로 한국 사람이 즐겨먹는 분식  음료수가 이제는 베트남인들에게도 널리 알려졌다. 2015년 유로모니터(Euromonitor) 자료에 따르면  롯데리아가 요식업계 점유율 25.1%로 가장 높았으며 해당 브랜드를 소유한 롯데그룹의 시장점유율 또한 1위였다. 뒤이어 Yum! Brands Inc이 KFC  피자헛  피자헛 Express를 소유해 시장의 20.5%를 점유하고 있다. 김중섭(2014:36)에 따르면 베트남의 한국 음식 선호도가 83%로 조사를 진행한 브라질  중국  프랑스  일본 등 5개국 중에서 가장 높은 비율을 차지한 것으로 나타났다. 한식 중에서 김치  김밥  닭갈비  삼계탕  삼겹살  떡볶이  불고기가 특히 인기가 많으며 각종 모임에서 빠질 수 없는 단골 메뉴로 등장하고 있다.",2019.0
196,Belgium,BE,벨기에,뷰티,한국의 뷰티산업은 최근 2~3년 들어 유럽에서 괄목할만한 성장세를 누리고있다. 유럽 사람들은 한국의 화장품 및 화장 방법 등을 통칭해 ‘K-뷰티(K-Beauty)라고 부른다. 한국만의 독특한 화장 문화로 탄생된 ‘BB 크림’은 한류화장품의 대표주자로 꼽힌다. 한국의 뷰티 문화와 화장품에 대한 큰 관심은현지 유력 언론 De Standaard(2018년 2월 27일)의 기사 ‘#인스타뷰티’가 잘보여준다. 이 기사는 K-뷰티 중 특히 마스크 팩의 기능성이 뛰어나고 귀여운 포장을 통해 유행에 민감한 효과적 패션 소품이라 묘사되어 있다. 또한 5월 12일De Standaard에 게재된 기사는 벨기에인들에게 한국 뷰티문화는 더 이상 틈새시장이 아닌 한국으로부터 전파되어 온 주류 문화의 하나로써 한국 화장품은이미 세계적으로 기능성과 트랜디함을 인정받은 상태라고 전하고 있다. 또한한국인의 피부 관리법  ‘10 단계 매일매일 피부 관리법(10-step skin careroutine)’이 화제가 되었으며 이때 사용하는 화장품의 특징은 모두 천연 재료를바탕으로 만들어진 제품이라는 점이다. 이러한 한국 화장품에 대한 관심과 인기는 온라인과 오프라인에서 한국 화장품을 구입할 수 있는 시스템을 통해 더욱인지도를 넓혀가고 있으며 2018년 한국 스킨케어 제품만을 판매하는 ‘허니수(Honeysu)’라는 첫 오프라인 매장이 브뤼셀에 문을 열기도 했다. 이렇듯 한국의 K-뷰티 문화는 다른 어느 나라보다도 앞서가고 있으며 이는 요즘 매우 인기있는 K-Pop 남자 아이돌들이 왜 화장품을 쓰는지를 설명하는 논리가 되기도한다. 그런 이유로 세계적 패션 브랜드  샤넬이 최초로 남성 전용 화장품을 출시하는 곳으로 한국을 선정했으며  한국 시장의 반응을 통해 향후 전 세계 시장에 126 2019 지구촌 한류현황 Ⅲ대한 전략을 세울 것이라 언론들은 보도하기도 했다. 2018년까지는 현지 언론들이 K-뷰티에 대해 기사에서 주로 화장법 자체에 대해 많이 언급했던 반면 2019년 이후 K-뷰티라 불리는 한국 화장품들이 벨기에 내 상점에서 본격적으로 판매되기 시작하면서 현지 언론들도 제품 자체의 성능 등에 대해 보도하고있다. 2019년 6월 14일 언론인 및 국내･외 수입 및 수출업체 등을 대상으로 개최 된 B2B 방식 행사  ‘K-뷰티 인 벨지움’을 통해 K-뷰티에 대한 현지 언론과관련업체들의 관심이 더욱 뜨거워졌다. 이 행사에는 네이처 리퍼블릭을 비롯하여 Cosmetic Products Notification Portal(CPNP)에 등록된 11개의 국내화장품업체들이 참가했다. 그 밖에 벨기에를 비롯한 유럽 문화 잡지  한국 언론특파원  블로거  유투버  메이크업 전문가 등이 참석하여 벨기에 내 K-뷰티 시장 성장의 가능성을 확인했다.,2019.0
